epoch,train_loss,test_loss
377,0.00017617,0.13106676
378,0.00037809,0.12993858
379,0.00056011,0.13152318
380,0.00056018,0.12993205
381,0.00113235,0.13502784
382,0.00220676,0.12673564
383,0.00176156,0.12992497
384,0.00092103,0.12824740
385,0.00071505,0.13007744
386,0.00046507,0.12994577
387,0.00026498,0.13010764
388,0.00013093,0.12850624
389,0.00008342,0.12884724
390,0.00011290,0.12861705
391,0.00008195,0.12857723
392,0.00002955,0.12837229
393,0.00002717,0.12877234
394,0.00007463,0.12799956
395,0.00040230,0.12983746
396,0.00052190,0.12760078
397,0.00033322,0.12872873
398,0.00033143,0.12826070
399,0.00023246,0.12643157
400,0.00016903,0.12923769
401,0.00018821,0.13027239
402,0.00032663,0.12996322
403,0.00153814,0.12705753
404,0.00112554,0.12627328
405,0.00197904,0.12830881
406,0.00189205,0.12422735
407,0.00103879,0.12317930
408,0.00057022,0.12058028
409,0.00032695,0.12217265
410,0.00030385,0.12113630
411,0.00011844,0.12207368
412,0.00005435,0.12199828
413,0.00003398,0.12205451
414,0.00006390,0.12197218
415,0.00011263,0.12258127
416,0.00006301,0.12193763
417,0.00004278,0.12257976
418,0.00002649,0.12249930
419,0.00004278,0.12261721
420,0.00005888,0.12273335
421,0.00004340,0.12312205
422,0.00003921,0.12288708
423,0.00002948,0.12354831
424,0.00006359,0.12304784
425,0.00004629,0.12400364
426,0.00020446,0.12368959
427,0.00030541,0.12559105
428,0.00016382,0.12344345
429,0.00010708,0.12560901
430,0.00017582,0.12404718
431,0.00014581,0.12315773
432,0.00010184,0.12385025
433,0.00009771,0.12366827
434,0.00014654,0.12457426
435,0.00010846,0.12443621
436,0.00015442,0.12551387
437,0.00017635,0.12518337
438,0.00017175,0.12568111
439,0.00036671,0.12737157
440,0.00025051,0.12699356
441,0.00019278,0.12571118
442,0.00025544,0.12631293
443,0.00045172,0.12569164
444,0.00026081,0.12655539
445,0.00019782,0.12856696
446,0.00017142,0.12754082
447,0.00013398,0.12678166
448,0.00016301,0.12685894
449,0.00024836,0.12753494
450,0.00017628,0.12628393
451,0.00028084,0.12706515
452,0.00063966,0.12707420
453,0.00025372,0.12796273
454,0.00015347,0.12642499
455,0.00013916,0.12662961
456,0.00012912,0.12832239
457,0.00017856,0.12544534
458,0.00013247,0.12627505
459,0.00017745,0.12758201
460,0.00059766,0.12973012
461,0.00034758,0.12468627
462,0.00044412,0.12606735
463,0.00041961,0.12602761
464,0.00028525,0.12525164
465,0.00020883,0.12574268
466,0.00020676,0.12503419
467,0.00012264,0.12466748
468,0.00013074,0.12613250
469,0.00032606,0.12632375
470,0.00074466,0.12787322
471,0.00059641,0.12875344
472,0.00044584,0.12630435
473,0.00042278,0.12543871
474,0.00035717,0.12719428
475,0.00059950,0.12749362
476,0.00139593,0.12970806
477,0.00075149,0.13323053
478,0.00038073,0.12844271
479,0.00022788,0.12633811
480,0.00031211,0.12937983
481,0.00040549,0.12918809
482,0.00058247,0.12830486
483,0.00094607,0.13060935
484,0.00052372,0.13250829
485,0.00017125,0.13029264
486,0.00009263,0.13228598
487,0.00012195,0.13062414
488,0.00010757,0.12995080
489,0.00041874,0.12983138
490,0.00390216,0.13292095
491,0.00418457,0.13061828
492,0.00091447,0.12873185
493,0.00026091,0.12762094
494,0.00022581,0.12904941
495,0.00126960,0.13554321
496,0.00051929,0.13773560
497,0.00023854,0.13189787
498,0.00009624,0.13058067
499,0.00002792,0.13100764
500,0.00001494,0.13165947
501,0.00000576,0.13106953
502,0.00000578,0.13138054
503,0.00000351,0.13119336
504,0.00000378,0.13128991
505,0.00000350,0.13132615
506,0.00000152,0.13143578
507,0.00000169,0.13144169
508,0.00000244,0.13141595
509,0.00000269,0.13149764
510,0.00000371,0.13148515
511,0.00000693,0.13146064
512,0.00000753,0.13150354
513,0.00000654,0.13137161
514,0.00000791,0.13164514
515,0.00000465,0.13165557
516,0.00000225,0.13177239
517,0.00000107,0.13176344
518,0.00000154,0.13185753
519,0.00001159,0.13192420
520,0.00000844,0.13201261
521,0.00000838,0.13196202
522,0.00001045,0.13184993
523,0.00011736,0.13233983
524,0.00061670,0.12992026
525,0.00141745,0.13435737
526,0.00128987,0.13178071
527,0.00063143,0.13274880
528,0.00039096,0.12946628
529,0.00019494,0.13104582
530,0.00016970,0.13069533
531,0.00016499,0.13005034
532,0.00044615,0.13095495
533,0.00050233,0.13111777
534,0.00025831,0.13179405
535,0.00013470,0.13096286
536,0.00006297,0.13022594
537,0.00007033,0.13111888
538,0.00002964,0.13049632
539,0.00002462,0.13041712
540,0.00004562,0.13022785
541,0.00004952,0.13013201
542,0.00003397,0.12974836
543,0.00001704,0.12985710
544,0.00001413,0.12987208
545,0.00000741,0.12992227
546,0.00001348,0.13010576
547,0.00003810,0.13011804
548,0.00004513,0.12988487
549,0.00003474,0.13020218
550,0.00000970,0.13042814
551,0.00001168,0.13038214
552,0.00002123,0.13079830
553,0.00003288,0.13051489
554,0.00004469,0.13038286
555,0.00023629,0.12992141
556,0.00019222,0.12899645
557,0.00011654,0.13051721
558,0.00014762,0.13071126
559,0.00007220,0.12995277
560,0.00006938,0.13023477
561,0.00009539,0.13000097
562,0.00010717,0.12979205
563,0.00013698,0.13040604
564,0.00023975,0.13085497
565,0.00006680,0.13047290
566,0.00006142,0.13123317
567,0.00009519,0.13084141
568,0.00004428,0.13066965
569,0.00007145,0.13085514
570,0.00007146,0.13086271
571,0.00004420,0.13091412
572,0.00004189,0.13148721
573,0.00006926,0.13137026
574,0.00005491,0.13166522
575,0.00008562,0.13162766
576,0.00009870,0.13208495
577,0.00006173,0.13160994
578,0.00010644,0.13281663
579,0.00015712,0.13169745
580,0.00016948,0.13136612
581,0.00019321,0.13176938
582,0.00026005,0.13153087
583,0.00014009,0.13056194
584,0.00015179,0.13065251
585,0.00008798,0.13090790
586,0.00007989,0.13097384
587,0.00015075,0.13132440
588,0.00014230,0.13116877
589,0.00019986,0.13279425
590,0.00032414,0.13034884
591,0.00016540,0.13030817
592,0.00012499,0.13097896
593,0.00012849,0.13174512
594,0.00005579,0.13115041
595,0.00003410,0.13161977
596,0.00003877,0.13109525
597,0.00004827,0.13138360
598,0.00003894,0.13159571
599,0.00002156,0.13169232
600,0.00001947,0.13224590
601,0.00001990,0.13229230
602,0.00003491,0.13228220
603,0.00002546,0.13188097
604,0.00005734,0.13283288
605,0.00017894,0.13273073
606,0.00026303,0.13335137
607,0.00028776,0.13503837
608,0.00046626,0.13211757
609,0.00040892,0.12941588
610,0.00023121,0.12949687
611,0.00020173,0.12945727
612,0.00041691,0.13053914
613,0.00055031,0.13716918
614,0.00110323,0.12866241
615,0.00069792,0.13124352
616,0.00046422,0.13424837
617,0.00022251,0.13787220
618,0.00033863,0.13358673
619,0.00019320,0.13481578
620,0.00010567,0.13223990
621,0.00004201,0.13204552
622,0.00002799,0.13237868
623,0.00002856,0.13205115
624,0.00001244,0.13178127
625,0.00000608,0.13164010
626,0.00000453,0.13186929
627,0.00000696,0.13198287
628,0.00000908,0.13199132
629,0.00000534,0.13212833
630,0.00000245,0.13225617
631,0.00000128,0.13233240
632,0.00000123,0.13239953
633,0.00000117,0.13240582
634,0.00000099,0.13242049
635,0.00000101,0.13246496
636,0.00000298,0.13234202
637,0.00000418,0.13261758
638,0.00000427,0.13252841
639,0.00000397,0.13258059
640,0.00000528,0.13274514
641,0.00000600,0.13277448
642,0.00000436,0.13262387
643,0.00000515,0.13282421
644,0.00000833,0.13290327
645,0.00001019,0.13286588
646,0.00001980,0.13274289
647,0.00003037,0.13257305
648,0.00005205,0.13280660
649,0.00006322,0.13218821
650,0.00011925,0.13159450
651,0.00016564,0.13231083
652,0.00012076,0.13193609
653,0.00006186,0.13155409
654,0.00010209,0.13035247
655,0.00024572,0.13023755
656,0.00018356,0.13031802
657,0.00025139,0.13394698
658,0.00021598,0.13292759
659,0.00010454,0.13097837
660,0.00007947,0.13263232
661,0.00004825,0.13315470
662,0.00005596,0.13246923
663,0.00005237,0.13257417
664,0.00001723,0.13231244
665,0.00001185,0.13243709
666,0.00000835,0.13215762
667,0.00000716,0.13247820
668,0.00000961,0.13272792
669,0.00001193,0.13256950
670,0.00001514,0.13267477
671,0.00000718,0.13274225
672,0.00002132,0.13262113
673,0.00001756,0.13294445
674,0.00002142,0.13222426
675,0.00003053,0.13244261
676,0.00011162,0.13029464
677,0.00014212,0.13134142
678,0.00021513,0.13273139
679,0.00020027,0.13203753
680,0.00024646,0.13033520
681,0.00020986,0.13068858
682,0.00010772,0.13025597
683,0.00011480,0.12995552
684,0.00010876,0.12966507
685,0.00014267,0.12941277
686,0.00006963,0.12952288
687,0.00007135,0.12970736
688,0.00010232,0.13021038
689,0.00005365,0.13033327
690,0.00002747,0.13033374
691,0.00002928,0.13063931
692,0.00002923,0.13080499
693,0.00002943,0.13068817
694,0.00002753,0.13181848
695,0.00003877,0.13190489
696,0.00002663,0.13180763
697,0.00003291,0.13206884
698,0.00001906,0.13133689
699,0.00001339,0.13183047
700,0.00002302,0.13209456
701,0.00002201,0.13187646
702,0.00002286,0.13202206
703,0.00004153,0.13195077
704,0.00004267,0.13233284
705,0.00003738,0.13184298
706,0.00003660,0.13198810
707,0.00004881,0.13185699
708,0.00005013,0.13232689
709,0.00002928,0.13291301
710,0.00003321,0.13265505
711,0.00003700,0.13277070
712,0.00002400,0.13280250
713,0.00001782,0.13379826
714,0.00002875,0.13264862
715,0.00002561,0.13291674
716,0.00004393,0.13301302
717,0.00005336,0.13369936
718,0.00035978,0.13301539
719,0.00048649,0.13611718
720,0.00062743,0.12885582
721,0.00038396,0.12853740
722,0.00019228,0.12873300
723,0.00008346,0.12970042
724,0.00003776,0.13018616
725,0.00002450,0.13052181
726,0.00000831,0.13061310
727,0.00000617,0.13068441
728,0.00000508,0.13074055
729,0.00000479,0.13086867
730,0.00000422,0.13114550
731,0.00000372,0.13113435
732,0.00000178,0.13132251
733,0.00000182,0.13146080
734,0.00000289,0.13157661
735,0.00000311,0.13182968
736,0.00000144,0.13198015
737,0.00000077,0.13219131
738,0.00000053,0.13238458
739,0.00000042,0.13261920
740,0.00000034,0.13283207
741,0.00000052,0.13297648
742,0.00000050,0.13313954
743,0.00000061,0.13331637
744,0.00000109,0.13331745
745,0.00000103,0.13355230
746,0.00000206,0.13370693
747,0.00000316,0.13375073
748,0.00000195,0.13390192
749,0.00000257,0.13409290
750,0.00000606,0.13412389
751,0.00000999,0.13421014
752,0.00000855,0.13399854
753,0.00000847,0.13421810
754,0.00000580,0.13420588
755,0.00000812,0.13450881
756,0.00000809,0.13460740
757,0.00001021,0.13434490
758,0.00001386,0.13472447
759,0.00000983,0.13448425
760,0.00001334,0.13451425
761,0.00002703,0.13422032
762,0.00003357,0.13465161
763,0.00005704,0.13407204
764,0.00009678,0.13350870
765,0.00045886,0.13332133
766,0.00015806,0.13328815
767,0.00009888,0.13175070
768,0.00008019,0.13127888
769,0.00006440,0.13296347
770,0.00004674,0.13258445
771,0.00001217,0.13239528
772,0.00000544,0.13260691
773,0.00000338,0.13255042
774,0.00000212,0.13290251
775,0.00000124,0.13299812
776,0.00000078,0.13311158
777,0.00000079,0.13326194
778,0.00000072,0.13348743
779,0.00000144,0.13364573
780,0.00000061,0.13380593
781,0.00000042,0.13397661
782,0.00000126,0.13417104
783,0.00000486,0.13431321
784,0.00000204,0.13436414
785,0.00000107,0.13449471
786,0.00000108,0.13475320
787,0.00000208,0.13490365
788,0.00000270,0.13476335
789,0.00000850,0.13463102
790,0.00001351,0.13509274
791,0.00001297,0.13476346
792,0.00001063,0.13463720
793,0.00002173,0.13497020
794,0.00003487,0.13490064
795,0.00002059,0.13389046
796,0.00001321,0.13475722
797,0.00000808,0.13494123
798,0.00000391,0.13504575
799,0.00000452,0.13517489
800,0.00000427,0.13539701
801,0.00000257,0.13540339
802,0.00000214,0.13568048
803,0.00000442,0.13575291
804,0.00001240,0.13593589
805,0.00003252,0.13577747
806,0.00003136,0.13532683
807,0.00001224,0.13532646
808,0.00001535,0.13566691
809,0.00001217,0.13569643
810,0.00000665,0.13543260
811,0.00002116,0.13582027
812,0.00003739,0.13481596
813,0.00002315,0.13485270
814,0.00002601,0.13587973
815,0.00003120,0.13544430
816,0.00001031,0.13552176
817,0.00000670,0.13581542
818,0.00000348,0.13586345
819,0.00000187,0.13607451
820,0.00000096,0.13625259
821,0.00000065,0.13638975
822,0.00000082,0.13655920
823,0.00000152,0.13660911
824,0.00000213,0.13658281
825,0.00000131,0.13687390
826,0.00000254,0.13671827
827,0.00000201,0.13670058
828,0.00000198,0.13680511
829,0.00000202,0.13686618
830,0.00000169,0.13703656
831,0.00000121,0.13708100
832,0.00000426,0.13695186
833,0.00000468,0.13691068
834,0.00000408,0.13693868
835,0.00000637,0.13685667
836,0.00000375,0.13708402
837,0.00001294,0.13678295
838,0.00002983,0.13560354
839,0.00002383,0.13590777
840,0.00001758,0.13579922
841,0.00001483,0.13591103
842,0.00001314,0.13656063
843,0.00001111,0.13630983
844,0.00000480,0.13669564
845,0.00000276,0.13664301
846,0.00000176,0.13683813
847,0.00000189,0.13712379
848,0.00000225,0.13723849
849,0.00000238,0.13750156
850,0.00000299,0.13751924
851,0.00000353,0.13759626
852,0.00000263,0.13763469
853,0.00000155,0.13797265
854,0.00000124,0.13792184
855,0.00000108,0.13831351
856,0.00000086,0.13817354
857,0.00000087,0.13852334
858,0.00000110,0.13859601
859,0.00000056,0.13875457
860,0.00000079,0.13870705
861,0.00000259,0.13860853
862,0.00000342,0.13836340
863,0.00000279,0.13839684
864,0.00000354,0.13829982
865,0.00000486,0.13832896
866,0.00000313,0.13847938
867,0.00000343,0.13871315
868,0.00000374,0.13876485
869,0.00000297,0.13879832
870,0.00000430,0.13867673
871,0.00000254,0.13899142
872,0.00000263,0.13889236
873,0.00000469,0.13870214
874,0.00000272,0.13895057
875,0.00000235,0.13893390
876,0.00000163,0.13932883
877,0.00000177,0.13935987
878,0.00000273,0.13955527
879,0.00000977,0.13961935
880,0.00000370,0.13974481
881,0.00000209,0.13975038
882,0.00000179,0.13974776
883,0.00000090,0.13996959
884,0.00000130,0.13991644
885,0.00000158,0.13994372
886,0.00000230,0.14003035
887,0.00000157,0.13988512
888,0.00000126,0.13997694
889,0.00000116,0.14011584
890,0.00000309,0.13960669
891,0.00000500,0.13996193
892,0.00000409,0.13991324
893,0.00000315,0.13990362
894,0.00000217,0.14014719
895,0.00000093,0.14026016
896,0.00000047,0.14045103
897,0.00000071,0.14034077
898,0.00000074,0.14045469
899,0.00000056,0.14053474
900,0.00000116,0.14050103
901,0.00000073,0.14059271
902,0.00000093,0.14064654
903,0.00000083,0.14062885
904,0.00000080,0.14080148
905,0.00000057,0.14086844
906,0.00000068,0.14095018
907,0.00000070,0.14088517
908,0.00000066,0.14082206
909,0.00000065,0.14093191
910,0.00000065,0.14112944
911,0.00000073,0.14107563
912,0.00000044,0.14107136
913,0.00000080,0.14105354
914,0.00000077,0.14116514
915,0.00000063,0.14106465
916,0.00000042,0.14127122
917,0.00000034,0.14129908
918,0.00000054,0.14124002
919,0.00000073,0.14128707
920,0.00000081,0.14133276
921,0.00000055,0.14134193
922,0.00000037,0.14143747
923,0.00000022,0.14151603
924,0.00000023,0.14160672
925,0.00000032,0.14164361
926,0.00000027,0.14167120
927,0.00000049,0.14167852
928,0.00000062,0.14161141
929,0.00000040,0.14166731
930,0.00000041,0.14175017
931,0.00000023,0.14175979
932,0.00000016,0.14181680
933,0.00000023,0.14181781
934,0.00000039,0.14186694
935,0.00000045,0.14185944
936,0.00000072,0.14186271
937,0.00000052,0.14187940
938,0.00000053,0.14203849
939,0.00000036,0.14205494
940,0.00000049,0.14207122
941,0.00000033,0.14208526
942,0.00000024,0.14219131
943,0.00000016,0.14222225
944,0.00000032,0.14223031
945,0.00000069,0.14191940
946,0.00000038,0.14207955
947,0.00000021,0.14217554
948,0.00000019,0.14224077
949,0.00000021,0.14233681
950,0.00000015,0.14238335
951,0.00000014,0.14243772
952,0.00000012,0.14247025
953,0.00000013,0.14252452
954,0.00000014,0.14254971
955,0.00000022,0.14257144
956,0.00000030,0.14256995
957,0.00000019,0.14261682
958,0.00000017,0.14267624
959,0.00000015,0.14271764
960,0.00000013,0.14276972
961,0.00000022,0.14276834
962,0.00000021,0.14279906
963,0.00000018,0.14281723
964,0.00000018,0.14287865
965,0.00000023,0.14286884
966,0.00000022,0.14293501
967,0.00000017,0.14294462
968,0.00000016,0.14296031
969,0.00000026,0.14299506
970,0.00000020,0.14301993
971,0.00000015,0.14306262
972,0.00000016,0.14305541
973,0.00000017,0.14309581
974,0.00000018,0.14308461
975,0.00000015,0.14313222
976,0.00000014,0.14319265
977,0.00000019,0.14318699
978,0.00000022,0.14323970
979,0.00000023,0.14323963
980,0.00000015,0.14325871
981,0.00000015,0.14330518
982,0.00000014,0.14333394
983,0.00000014,0.14334369
984,0.00000020,0.14334040
985,0.00000018,0.14338392
986,0.00000019,0.14340490
987,0.00000021,0.14342854
988,0.00000020,0.14343761
989,0.00000015,0.14348501
990,0.00000010,0.14351058
991,0.00000016,0.14347570
992,0.00000035,0.14350489
993,0.00000039,0.14354115
994,0.00000061,0.14353462
995,0.00000042,0.14350870
996,0.00000019,0.14353702
997,0.00000014,0.14363231
